novelid,title,author,tags,synopsis
5598469,在原始部落当首领（基建）,大猫追月,穿越时空、种田文、美食、基建、正剧,"桑榆穿到了原始社会，
刚睁眼就被一头丑脸怪袭击，
危机时刻被一只小野人救了一命，
找不到大路的她只能跟着小野人去了她们部落，
然而部落遭受袭击，首领也在战斗中被杀死。
年轻人被带走，只剩下一群老弱妇孺等死。
桑榆无处可去，为了报答小野人，将剩下的三四十人集中起来成立新部落。
她想尽办法，教部落的族人开荒种地，圈养家禽，捕鱼，制作陶具，建立房屋；
建立律法，教部落的人认字，学习礼仪讲究卫生；
同时挖壕沟、筑围墙，抵御其他部落的侵略；
兼并人口，不断对外扩张，成了原始时代第一部落开创新的时代。
昔日的小野人渐渐长大，出落成一个高挑飒爽的小美人，
小姑娘人野但胜在漂亮又听话，战斗力爆表。
她跟随桑榆守卫部落征战四方，将贼寇和其他部落的人打得落花流水。
若有人敢觊觎自己的领主，定将其打得满地找牙。"
3080081,能苟为什么要刚[快穿],茶与非鱼,情有独钟、甜文、快穿、爽文、正剧,"评论区只是试试新功能给关掉的。
风涟漪很久以后才知道，她“扮演”的角色都是剧情中的作死配角、反派；
知道命运注定的结局后，风涟漪再也不要和主角对着干，努力和主角搞好关系。
只是，关系是不是好过头了？
第一个世界：抱错千金，不想吃苦就讨好女主她姐姐；
……
#我有特殊的讨好技巧#
#我难道不是长相平平无奇吗#
有点直也有点弯的天然撩美人受x本来直突然就弯了的高岭之花攻"
4077954,浪子回头系统[快穿],芽丛,乔装改扮、系统、快穿、正剧,"萧然自认为自己的外貌怎么也跟汉子够不上边，甚至连中性都挨不上。和当下的各种女汉子相比，她温柔、体贴，她觉得周围一圈的女性中，没有人比自己更适合“温婉贤淑”这个词了。可惜，打脸来得太快。因为不得以的原因，她不得不剪短头发的第一天，就被一个妹子当成男的表白，再之后，被不知哪里冒出来的一男人给捅死了，最后，一个自称“系统”的白团子对她说道：
“*////▽////*恭喜你小哥哥，由于你对女生的温柔，加上帅气迷人的外貌，现在获得了一次满血复活的机会~不过前提是：要跟随我一起去各个平行世界改变一些渣男，让他们浪子回头，从渣男变暖男哟~”
萧然面带微笑，温和的回答：“这位叫系统的小可爱，我建议你还是先返厂再升级一下比较好，你的视力有点问题呢~”
食用指南：
1.本文苏苏苏！
2.不是性别转换！
3.女二病娇！
本文将于4月18日从第22章入v，入v当天发三章。谢谢大家一直以来的支持，往后也请继续支持。
本文设置防盗，购买比例不足80%的亲们耐心等上72小时就可以啦~
作者微博：每天都很困buxlkdie"
4176627,继承后宫后的求生日常,谢一二三,强强、甜文、未来架空、轻松,"（专栏已开接档文《穿成海王o后被绿茶盯上了》，文案在此文文案下面）
*1v1，扮猪吃虎，主角戏精警告
*封面画手@朝江近（bz）
裘亓穿越了，穿成异世界无恶不作的兽神大人，顺带继承了一票的后宫美人。
（划掉）继承了一后宫抢着要夺她项上人头的杀手。
……
听说兽神修炼邪术走火入魔，如今沦落废人一个人，各方势力纷纷出动杀手前去提她项上人头。
密探：报！派去的杀手连兽神的寝宫都没能踏进一步，就被她那一后宫的铁血战妃给秒灭！
反派：裴羽卿当初怎么说的，她和那群妃子不是也巴不得把裘亓大卸八块吗！
密探：她，她说，这人要死也只能死在她手上。
反派：那她倒是快啊！
密探：人还说了……轮不到你催
此时的裘亓正蹲在自家后院，兴致勃勃地数人头：夫人，魔族的肉好吃吗？
皇后低头，宠溺地摸摸小姑娘的脑袋：喜欢吗，喜欢的话晚上多打几只来给你。
吃瓜群众：还说什么对人恨之入骨，这根本就是你们的团宠吧！
……
小剧场：
暗杀计划屡屡失败，皇后决定亲自提刀出山，却发现原本凶悍如猛虎的魔头，如今已成了动不动就卖萌撒娇的粘人怪。
“夫人夫人，听说你夜里总是做噩梦，有我抱着你就不会害怕啦！”
“夫人夫人，兔兔那么可爱，怎么可以吃兔兔QAQ”
“夫人夫人，我好喜欢你……可以亲亲你吗？”
对上裘亓清澈无辜的狗狗眼，冷面皇后默默收起袖中匕首，刺杀的事就先缓缓，毕竟猎物要养肥了再宰。
“可以。”
裘亓：只要我够甜，夫人就舍不得杀我（wink）
*本书是架空世界观，而且私设如山，文风偏轻松沙雕非严肃正剧，可以不用太考究啦。
———————————
专栏百合AOB预收《穿成海王后被绿茶盯上了》求收藏！
文案：
*互攻，绿茶前期A装O而已
*ABO背景，半阉割，有私设
简兮穿进一本修罗场ABO百合文里，被迫成了海王女主。
系统：请对攻略目标们说出以下台词。
【我不是花心，我只是想给所有“妹妹”一个家】
【她们只是我一时心软的冲动，姐姐你才是日久生情的陪伴】
简兮：那我怕是活不过这个周末了：）
……
好在简兮很快发现，自己只要待在女配许言舒身边，就可以免除不说海王台词而产生的系统惩罚。
而且在这群整天想和她搞对象的人里，似乎只有许言舒是正常的（？）
许言舒：姐姐，你女朋友怎么对你这么凶啊？我好心疼你，如果是我，一定舍不得和你说半句重话。
许言舒：对不起姐姐，我只是想把礼物亲手送给你，没想到你女朋友会误会我们的关系，我不是有意的，你们不要因为我闹矛盾好吗。
简兮加重音咬字，试图摆脱海王的帽子：那些不是我女朋友。
许言舒勾唇笑了：好，我就放心了，姐姐。
……
很快简兮发现女主鱼塘里的鱼儿们，似乎都成了许言舒的绯闻女友，但她不在意这些，甚至想为终于摆脱修罗场的自己庆祝一下。
可就在她以为自己终于可以解脱的时候，那印象里弱不禁风的小omega却突然变了副样子，以强硬之势将她堵在墙角告白。
往日清淡微甜的信息素，突然有了简兮难以承受的攻击性，身体的温度不受控制地上升着。
许言舒轻启唇瓣，对眼前泛着桃红色的耳朵吹了口气：姐姐，现在终于没有人再能妨碍我们在一起了，我其实一点也不喜欢她们，我眼里只有你。
简兮：我把你当姐妹，你却想做我女朋友？
——————
《穿成海王o后被绿茶盯上》文案：
*互攻，绿茶前期A装O（ABO背景，半阉割，有私设）
简兮穿进一本ABO买股文里，成了海王女主，并被迫和原身的几个暧昧对象一起参加恋爱综艺。
系统：请对攻略目标们说出以下台词。
【鱼和熊掌不能兼得，但你肯定不舍得我只能要一个对吗】
【本着对爱情负责的精神，我不想轻易确认关系】
简兮看看VJ镜头：那我怕是活不过这个周末了。
果然预告片一出，弹幕立刻炸了：这还能忍！渣女简兮立刻从节目下车！结果……
第一期好感投票结果，简兮得了嘉宾全票，恋综史上第一人。
第二期播出，大量omega为简兮A炸天的女友力折服，她的微博一夜涨粉几十万。
第三期播出，嘉宾A向简兮表白，弹幕狂刷【拒绝她！嫁给我们！没有A配得上我简姐！】
……
鱼塘争爱塘主受难，简兮为求一线生机，在综艺入住分房的时候和许言舒联手作弊做了室友。
只是相处得久了，她发现这个室友好像也有点不太对劲的样子？
许言舒：对不起姐姐，没想到她们会误会我们的关系，你们不要因为我闹矛盾好吗。
许言舒：我好羡慕她抽到了姐姐的约会券，如果可以我想把姐姐藏起来，谁也看不见。
弹幕：怎么感觉这个许言舒一股绿茶味？离我简姐远一点！
……
最后一期，告白环节，嘉宾的真实性别掀开谜底。
全员认定柔柔弱弱omega的许言舒，完全换了副样子强势将简兮堵在墙角告白，信息素里扑面而来的压力感，明显是身为alpha才有的。
几千万观众的直播镜头前，许言舒凑近简兮的耳侧轻启唇瓣：姐姐，以后只看着我好不好，你的鱼塘有我一个人就够了。
弹幕：啊啊啊！绿茶配海王yyds！拜托你们原地结婚！
简兮：我把你当姐妹，你却想做我女朋友？"
5211860,奶橘味Omega靠恋综出圈啦[娱乐圈],李甜汤,情有独钟、娱乐圈、甜文、穿书、ABO、轻松,"新文开了《和初恋o再婚后我变成奶狗了》点专栏求收藏
【完结求求五星好评吧QwQ  喜欢请支持正版，弃文不必告知了，谢谢！】
——点击就送恋综“众生百态”，“万人嫌”逆袭“万人迷”
作为一只白泽崽崽，钟霖穿进一本女A男O的小说，
她穿成作精、公主病女配，以自己的愚钝、自私、懒惰、低情商、蹭热度，衬托原文男主Omega的“真、善、美”。
最后，原著“钟霖”被全网嘲、被公司雪藏后面临BE结局。
--
钟霖穿进书中时，女主Alpha已经被小作精“钟霖”纠缠、无下限倒贴、疯狂蹭了两天热度，
她正在面临被全网黑、万人嫌的惨剧。
但是，这一天开始，
众人忽地发觉，钟霖似乎变了一个人，
她变得聪明又漂亮，谦卑有礼情商高，甜软乖巧惹人疼~
诸位嘉宾一改往日嫌弃，纷纷对她真香~
【从人人喊打的“小作精”，变成Alpha姐姐们的“小甜心”！】
渐渐地，女主Alpha看她的眼神变了…
互动一步步进行，连另一个温柔酷姐Alpha也变了？
钟霖站在修罗场中心，满眼茫然：“咦…大家变得好奇怪？”
【怎么回事？你们不是都喜欢男主Omega的吗？！】
最初，
女主A（冷漠脸.jpg）：“钟霖，希望你可以有点自知之明。”
“别再缠着我，我绝不可能喜欢你！”
钟霖丝滑地滚开。QAQ
XX天后，
女主A（突然靠近）：“最终Pick，选我。”
钟霖（茫然后缩）：不是你让我滚的嘛？
女主A：“……”（别问，问就是后悔）
随着恋爱综艺的播出，诸位嘉宾对“小作精”钟霖纷纷真香，各种CP漫天飞舞——
#裴伊X钟霖，冷拽大佬的追妻火/葬/场#
#楚云泽X钟霖，温柔酷姐遇上人间甜妹#
#梁珊X钟霖，恋综绝美OO恋#
对于狂热的CP粉，钟霖唯粉们表示：“抱走我家崽，我家霖霖子要独美！！”
#钟霖慢慢飞，巴巴麻麻永相随#
最后，
成功改变BE结局，钟霖靠综艺洗白“蹭热度”、“作精”人设，居然靠恋综红到出圈！
钟霖搓搓小手，准备离开：“营业期满，合作愉快。”
女主A按住她的小尾巴：“想跑？”
——(攻视角)——
裴伊，原著女主Alpha,得到最年轻影后之位后突然隐退，
如今突然复出，都猜她是不是缺钱了，
所有人都不知道的是，她差一点就被迫继承家产了。
黑莲花·阴郁多疑·轻度偏执·冷拽千金Alpha  X  纯情·娇萌·小太阳 Omega
——————————
*完结文《男装A与傲娇圣女誓不两立（穿越)》——傲娇受真的很香。
*求预收《不做替身后我成了真千金[娱乐圈]》
——————预收文案——————————
纪佳鱼是唱跳、rap、演戏全能型小花，直到她穿进一本小说，与女配同名同姓。
原著中，纪佳鱼家道中落，去影城打工。
一次意外，纪佳鱼和影后签了合约，自愿做主角假千金林苏苏的替身。
在女主假千金回国后，原著女配被影后舍弃，
为了影后的幸福，“纪佳鱼”抛弃真千金身份，远走异国。
纪佳鱼穿进本文后，
——这替身老娘不做也罢！退圈！回去继承家产！
豪门林家敲锣打鼓，接她入门。
纪佳鱼打包行李决心离开影后，从影后的别墅里彻底搬走——
纪佳鱼：“你很好，我不配，好了可以下一位。”
影后邱淼然：“是钱不够吗？”
纪佳鱼：“不，是爱转移了。”
——————
原来，影后一直心心念念的白月光就是纪佳鱼，立即发微博——
【想你，原来是你，只有你，my destiny。@纪佳鱼】
纪佳鱼回应：【澄清一下，我们只是朋友关系。@邱淼然】
当晚，内娱最大的娱乐公司的所有者、曾经的大满贯影后邱淼然发微博回应：
【从朋友开始，追你的关系。@纪佳鱼】
热搜惊爆——
#这TM还是我认识的糊咖纪佳鱼吗#
#震惊！纪佳鱼竟是林家走丢的小千金#
#炸裂！秋水文娱总裁高调示爱！#
*狗影后追妻火.葬.场，我做了自己的替身。"
5176665,总裁，夫人和白月光跑了gl,七夕是大头喵,豪门世家、破镜重圆、娱乐圈、轻松、白月光,"江城上流周知，何家大小姐何径寒手腕一流，年纪轻轻就坐稳江城拍卖行头把交椅不说，还长的一副祸水皮相，天生渣女，惹得不知多少小姑娘为她争风吃醋、要死要活。
夏可纯真小美人一枚，脾气出了名的温柔。
跟何径寒后，拒绝了前景不可限量的offer，应酬聚会随叫随到，何径寒外面的情人都叫嚣到跟前了，还能崩住微笑不吵不闹，真真是没脾气乖顺到了骨子里。
相识的名流皆笑称，夏可若不是离不开何径寒的钱，那就是对何径寒真爱无疑了。
三年后，夏可提出结束关系，当夜头也不回，只身离开。
何径寒这才明白，她宠了几年的宝贝不仅离得开她的钱。
还从来没爱过她。
*
四个月后，慈善拍卖会有人撞见何径寒搂着旧情人夏可。
大小姐啄吻怀中人面颊，一改狗脾气低声哄道：“是我，可可，是我离不开你。”
*
——“何总，夫人跑了。”
——“哦，那她肯回来了吗？”
——“夫人不仅不肯回来，还和她刚回国的白月光再续前缘了。”
何径寒：“？”
*
本文食用指南：
#追妻火葬场，骨灰给你扬了撒海里那种
#狗血文，大盆狗血如泼，不喜误入
#坏女人何径寒X小可爱夏可"
3433874,喜欢我很难吗,鱼霜,年下、都市、情有独钟、因缘邂逅、正剧,"靳霜鼓足十二年的勇气在情人节前夜打电话给郁子婧，声线不稳，几乎一个字一个字蹦出来的，她说：“明儿有空吗？”
郁子婧听着电话那端杀人语气的靳霜，冷漠摇头：“没空，要陪对象。”
靳霜挫败，将手机扔在床上睡个天昏地暗，次日早上门铃响起，她爬起来开门，门外站着郁子婧，靳霜抿唇：“做什么？”
郁子婧挑眉：“陪对象。”
靳霜对郁子婧，小时候想给她全世界。
长大了。
想做她的全世界。
微博：晋江鱼霜，更新请假有通知。"
4396207,不努力就要回去继承天庭,热到昏厥,灵异神怪、情有独钟、天作之合、甜文、轻松,"【本文文案】
关念薇是个无神论者，结果她的上司东玉和同事们都是神仙。
信念被摧毁的关念薇：笑着活下去
东玉不仅是个神仙，还是个神二代，并且是个不想回家继承天庭这个家业的神二代。
不止于此，她还时常一本正经地说着不太正经的话。
“关秘书，我可以牵你吗？”
“关秘书，我可以摸你吗？”
“关秘书，我可以抱你吗？”
更甚至……
关念薇羞红了脸，一把捂住她的嘴：“……你不要再说了！”
怎么会有这么直言直语的神仙啊！
———————————————————————
●手动高亮：本文仅仅是个甜爱小甜饼，主旨就是甜甜的恋爱啦，想看其他的不适合戳这篇文哈～
●关念薇x东玉，1v1，HE
●非传统神仙体系，一切靠我瞎编。逻辑为剧情服务，请勿深究
●和平交流，互相尊重。去留随意，不用通知
●围脖：@咕咕今天热到昏厥了吗
【预收文案】—————————————————
《别追我，没结果》（破镜绝不重圆）
陶又晴喜欢周以柔，并当了她几年的秘密情人。
但她知道周以柔根本不喜欢她，只是把她当替身而已——像花瓶一样看着就好的替身。
陶又晴本以为自己多用点时间就能把周以柔捂热，让她放下白月光看看自己。但是时间久了，她发现周以柔没被她捂热，反倒是她的一腔热情累了，喜欢不动了。
所以她决定痛快放手，再也不喜欢周以柔了。
——不爱就不爱，下一个更乖！
结果她没想到的是，等她放手了，周以柔反而喜欢上她了，还想跟她“破镜重圆”。
破镜重圆？还不相信她已经不喜欢她了？
陶又晴干脆拉了个挡箭牌：“抱歉，我已经有喜欢的人了。”
“她叫袁初蕊。”
袁初蕊，知名企业家，不仅是月咏娱乐的袁总，还是袁氏集团的小袁董，身家和身价都高得令人望而怯步。
陶又晴当时想着：反正小袁董也不会知道这件事，我借她当个挡箭牌应该没事吧？
结果袁初蕊就知道了，还给她甩下一纸恋爱协议。
袁初蕊微微一笑：“签啊，不是说喜欢我吗？”
陶又晴：“……”
对不起，我真没想到你是这样的小袁董。
———————————————————————
●完结文：《她是主角》轻松沙雕甜文
《我和心上人成了情敌》小甜饼"
6415602,甜吻,北上是你,种田文、甜文、网红、直播、轻松,"本文又名《恋与桃源》，[细水流长治愈小甜文，微种田向］
预收《和教授闪婚之后》，求收藏，文案在下面~
顾许前二十年的人生顺风顺水，大学刚毕业就已经是粉丝千万的顶流网红，22岁生日这天，一切化为幻影。
她撞见女友出轨闺蜜，却被女友倒打一耙。
顾许擦干眼泪，跑到一个小乡村转换心情。
*
网传大网红顾许因受不了失恋打击，跑到网络信号都不好的偏远山村疗伤。
没了顾许这棵摇钱树的前女友和闺蜜决定把顾许哄回来，本以为会看到以泪洗面的顾许的她们大跌眼镜：
跟一个穿白大褂女人站在桃花树下亲吻的是谁！
说好的恋爱一月才能牵手，一年才能亲吻呢？
*
顾许确实有过短暂以泪洗面的日子，她躲在简陋的房间里，闭门不出。
饿了周露会亲自给她下厨，病了周露亲自给她看病，停电怕黑也有周露陪.睡，就连她主动亲吻，周露也不避开，连回应都温柔到恰到好处。
后来，顾许重回大众视野，直播的地方换成小乡村，名不见经传的小乡村在顾许的带领下迅速在网络走红，乡民们纷纷脱贫致富，顾许成为当地旅游宣传大使。
粉丝团：“不愧是妈妈的好女鹅！”
当粉丝问及是否已经走出情伤，顾许直接将在幕后帮她调试网线的周露拉到镜头前，很自然地在她脸上“吧唧”一口。
“早忘了，勿cue过去，我女朋友会吃醋。”
然后，热搜爆了！
粉丝狂喜，女鹅终于有甜甜的爱情了！
落魄前女友：“我当初和顾许在一起的时候你们不是这么说的！”
落魄闺蜜：“我恨！”
粉丝团：“出轨烂人滚呐！”
温柔村医×娇气包美女网红（非完美人设）
[她用温柔化开了她所有的委屈和戾气］
--------
《和教授闪婚之后》
伪禁欲教授&社恐美女学生
宴名姝人如其名，容色姝丽，可惜家贫，命不好，爹不疼娘不爱，还要将她嫁给一个大腹便便的富商赚高额彩礼。
宴名姝不甘心，决定自己找个人相亲结婚。
未曾想第一个相亲对象就是昔日大学教授，她毕业不过一年，对这位温和宽容的女教授印象极深。
宴名姝紧张到手脚都不知如何摆放。
对方含笑唤她:“名姝，我可以这样叫你吗？”
宴名姝双手规矩叠放在大腿上，手指抓皱了白色裙边，低头说:“可……以。”
*
沈君兰家规森严，温柔端方，但除了她自己，谁也不知道她极重/欲，强烈的道德感约束她婚后才能同人有肌肤之亲。
筛选相亲对象时，她一眼就看上昔日的学生宴名姝。
*
双方坦白各自的婚姻需求时，宴名姝窘迫地说:“我需要百万彩礼。”
沈君兰微笑说可以。
“沈教授需要什么？”
“只需要你履行妻妻义务。”
宴名姝掐着自己手心，红着脸说:“可以。”
她想没有爱情，做一个好妻子是应该的。
婚后，面对沈教授高频次的需要，宴名姝才明白所谓的义务是指什么。"
4834633,我在感化偏执狂的路上[快穿],琼玖谦,打脸、系统、快穿、爽文、轻松,"每一个世界都有一个疯狂的人，不是在筹划如何毁灭世界，就是在前往毁灭世界的路上。
白晗的任务只有一个，感化这些人。
白晗：我把你当朋友（亲人），甚至当女儿，你却把我当老婆？！
某人：小晗，你要是敢离开我，我就打断你的腿！（省略三万字威胁！）
系统：为了世界和平，牺牲一下，我会为你申请补助金的。
系统：……我缺那点流量吗？这样那样到底是怎么样？
第一个世界：
白晗：趁反派还小，努力让她的童年充满爱，希望她长大后也是一个充满爱心的人。
功成身退后，白晗去了国外治病，回来打算看看当年努力的结果。
反派：为什么，为什么要在我好不容易相信这个世界上还有太阳后离开我？说好的永远站在我身后呢？
白晗：……等等，你先放开我的手，我不跑，真不跑。
第二个世界：
白晗：这个小丫鬟真可怜，收在羽翼下庇护吧，怕她误会自己对她有所企图，还一起救了她的小姐妹。
反派：为什么，为什么就不能眼睛里只看到我？你是我的，是我一个人的。
白晗：……有话好好说，先别动手，不，动嘴也不行！
下本写这个，求收藏~
白钥的工作任务是改变特定人物的命运轨迹，让他们一生幸福，平安。
但总有人阻挠她靠近任务对象。
某人：你是我的，我要你的眼睛里只能看到我。
某人：你这么在意ta？杀了ta你是不是就能看到我了？
白钥：等等！放下手里的武器，你不能碰ta啊。
某人：果然，你最在意的还是ta，我……
系统：警告警告，任务对象危险，任务即将失败，请工作人员立刻扭转剧情。
白钥情急之下一把抱住某人，狠狠地亲了上去。
系统：危险解除，危险解除。
白钥看着某人眼睛里的凶光，瑟瑟发抖地说道：我觉得我危险了。
但——超刺激啊！
白钥：表面拒绝，内心浪成狗。
白钥表面：你不要过来啊，我要叫了。
白钥内心：卧槽，这么刺激的吗？天哪，好想试试，废话怎么那么多，有放狠话的时间，我们都来一次了。
《攻略被渣过的偏执女主[快穿]》
预收文案
欢迎进入攻略游戏，您的攻略对象都有不同性格缺陷，黑化值百分百，请您在确保生命无忧的前提条件下降低攻略对象的黑化值。
白灵：？？？
为了活命，为了安全无虞退出游戏，白灵只能费尽心力讨好攻略对象。
她想要的都给她，她不想要的也想方设法弄给她。
系统：危险警告，危险警告，攻略对象黑化值爆表，请宿主尽快采取措施。
白灵：？？？等等等等，你冷静点，那是你的未婚夫，我跟他没有任何关系！！之前那个男的？他看我了吗？我不知道啊，我不认识他啊！！！
系统：警告警告！！！
白灵颤颤巍巍凑上去亲了亲女主的嘴唇：宝宝，我怕。
系统：危险解除危险解除。
白灵：……我大概，有危险了。"
5335225,在反派怀里打个滚,池忻,魔幻、情有独钟、穿书、爽文、轻松,".
好消息，白糖死后穿书了，坏消息，她成了反派大小姐的灵宠。
传说中的反派大小姐，魔力强大到不可思议，在书中后期，直接毁灭了世界。
为了全人类的生存，呸，为了活命，她决定趁反派大小姐还小，把她扼杀在摇篮里。
刚穿过去，她就用水魔法喷了大小姐一脸。
反派大小姐稚嫩的小脸蛋被她打湿，眼神凶恶地看着她：“把这丑东西扔了。”
管家苦口婆心：“大小姐，这可是万金难求的成长型灵宠啊，就连皇室也是抢着要的。”
白糖眨了眨大大的圆眼睛，如初生的小兽看着这个世界。
把她扔了吧。
把她扔了把。
她默念着。
反派大小姐：“扔柴房吧。”
白糖：......
—
成为反派大小姐的灵宠后，白糖夜夜想着袭击还幼小的反派。她每日爬床，各种攻击魔法用遍，大小姐只是翻了个身。
每日醒来，大小姐都看见某只蠢兽像小猪一样睡在旁边。
她把她拧了起来，笑得极美：“这么喜欢我？”
白糖使出浑身力气，逃脱不掉，脖子被掐得越来越紧，无法逃脱。
为了活命。
她死命点头。
反派大小姐冷笑。
那就永远别离开她身边了。
—
后来。
白糖第一次化形，偷偷离开。
反派大小姐如疯了般，差点毁掉一座城。"
7908131,秘密关系,韦二竹,都市、豪门世家、情有独钟、狗血、腹黑、御姐,"下一本《跟妈妈的死对头在一起了》，文案在最下面~
时纾印象中的沈清岚有权有势，柔情脉脉，对外雷厉风行却唯独将温柔留给了她一人。
女人教她吃饭写字，悉心给她洗澡吹发，她惹了麻烦也给她撑腰，将她宠成掌心宝。
直到时纾发现这个女人是害得时家破产的真凶，她只是她拿捏时家，防止时家东山再起的人质。
时纾下意识要逃，却被沈清岚抓回来，逼迫着成为女人最听话的宠物，温柔的手不再擦去她的眼泪，反而落在她纤细的脖颈，用力再用力——
“时纾，别想着离开我。”
-
时纾从来不会是乖乖听话的金丝雀。
沈清岚不要她喝酒，她便喝得酩酊大醉；沈清岚要她乖乖待在家里哪儿别去，下一秒她就踏上了异国他乡的路。
可逃跑会被抓回来，反抗会得到女人在床上更严重的报复，周围也没有任何她能够彻底信任的人。
或许只有死，才能彻底逃离魔爪。
于是，时纾策划了一场假死。
外界传言沈氏掌权人沈清岚为了个小姑娘大病一场，怎么也不信时纾死亡的事实，像得了失心疯。
重获自由的时纾认真读书，交友玩乐，灵魂自由又鲜活。
直到时纾罕见地消失几天之后，好友见她围巾下满是暧昧红痕。
无人知晓的那一夜，熟悉的女人吻她脖颈，抚她瀑处，语气凌厉又不容抗拒，“时纾，是不是要将你关起来才会乖？”
*白切黑坏女人x恃宠而骄小作精
*年上攻/年龄差12岁/强攻弱受
*地位差大/撒古早狗血
————————————
下一本《跟妈妈的死对头在一起了》，文案如下~
又一次跟母亲吵架，冉溪在冬夜里只穿着一条薄薄的睡裙跑出了家门。
一辆车子在她面前停下，后车窗被摇了下来，一位面容姣好的女人主动关心道，“需要帮忙吗？”
冉溪认得她，她是跟母亲关系非常恶劣的死敌孔令漪。
她早已经冻得说不出平稳的话来，女人下车为她披上一件暖和的外套，亲手为她拉开车门，“上车。”
当晚，冉溪逐渐情绪缓和之后，后知后觉地意识到她不该在这个女人的家里待着。
可跟母亲发过去的求原谅小作文只得到了一个红色的感叹号，冉溪蹲在墙角里默默流泪，“妈妈……”
始终在不远处注意着她的女人眉尾微扬，“你在喊谁？”
想起聊天界面那个红色的感叹号，冉溪多了些被抛弃的情绪。
她倏地起了些坏心思，青涩的眸孔里尽是挑衅，“这里还会有别人吗？”
“如果你当着冉絮的面这么喊我，我或许会更开心一些。”
-
冉溪跟母亲的关系仍旧水火不容，也逐渐养成了一有矛盾就往孔令漪那边跑的习惯。
为了缓解母女矛盾，冉溪请求女人帮一帮她。
孔令漪作为母亲常年的死敌，冉溪知道这两个人对彼此一定非常了解。
将冉溪送回家的那一天，女人一改往日跟冉絮不对付的面容，好心劝导，“孩子不听话，是该好好管教一下。”
冉絮没能预料到的是，冉溪在孔令漪面前也格外骄纵任性。
那晚，浴缸水面上满是玫瑰花瓣，遮住了冉溪肌肤上的大片红痕。
女人冷脸将她按入水中，水花被她刺得飞溅。
这是她不听话的惩罚。
#当妈的不管教女儿有的是人帮忙管教#
*白切黑坏女人攻x骄纵任性年下受
*年上攻"
5581784,穿书后女主她黑了,方便面君,女配、甜文、穿书、爽文、轻松,"周珠英刚穿书，魔教的大门就被正道攻破了。她坐在高台上，看着底下杀红了眼的女主。
女主也仰头冷冷地盯着她：“不愧是魔教教主，这时候还能稳如泰山。你是自己跟我走，还是要我请你？”
周珠英：“能抬我走吗？我腿软，走不动了。”
女主：“……”
*
正道一举攻破魔教大本营，魔教教主成阶下囚的消息传开，天下人皆拍手称快，好奇圣女要如何处置那魔教教主。
不久后，各大门派收到喜帖——蓦山圣女要成亲了！
天下人哗然：“谁要娶圣女？”
知情人：“是圣女要娶魔教教主。”
天下人：“？”
傻白甜魔教教主受 X 白切黑正道圣女攻
本文将于4.15入V，届时有三章掉落，多谢支持！
Tips：纯沙雕文
——2021.3.7
大家等更新的时候，可以去隔壁《反派沉迷种田后[快穿]》看看，也可以点进专栏，读取种田文：《归田乐gl》、《穿越之清河地主gl》哦~"
