novelid,title,author,tags,synopsis
4034565,虫二[快穿],行客不知名,强强、无限流、系统、快穿、轻松,"广播剧已出，指路猫耳或荔枝~
------------------------------------------------------------
本文文案：
2333是个系统，它最近新带了一个世界线修复员，叫闻千书。
闻千书在特长那一栏写，她除了颜控，一无是处。
2333：“……”
2333：“我觉得你对‘特长’有点误解。”
2333：“没关系，你躺着，我带你赢。”
三个世界过后，2333发现躺的其实是自己，带赢还靠闻千书。
2333：“……”
2333：“你是不是对‘一无是处’有点误解？”
------------------------------------------------------------
作者要啰嗦：
0.快穿文，1v1，女主人设：我也不知道女主什么人设，可能是个颜狗吧。
1.三天一更，养肥看~笔者学业繁忙，码字巨慢，大家佛系追文~
2.因为我上一本太悲，缓不过来，所以开篇轻松文，写了图一乐。没什么正经剧情，就是穿穿书，吐吐槽，看看美人谈谈恋爱。
3.封面来自@秃头老怪物
------------------------------------------------------------
放本预收《花雪》，是本文第一个世界里提到的温雪的故事。
脑洞是想写本史上最快的破镜重圆~
感兴趣的太太们可以去收藏一下~下一本百合就是它啦。"
4833290,师尊，我这剧本错了(重生),也不闲,仙侠修真、重生、系统、穿书、正剧、师徒,"绥安重生后，莫名其妙得了一个空间系统，她从中得知自己是注定会喜欢上男主，也因男主而死的炮灰女配。
而女主，就是她的师尊——澹藴。
那个一直护她、宠她的师尊，却也因男主而厌她、弃她，最后将她锁在水牢而忘却，当在想起时，她已经成了一具冰冷的尸体。
系统：宿主，跟着系统定制的剧本走，收集欧气，有机会逆天改命。
绥安咬牙：好，我要逆袭。
于是——
当澹藴旧疾复发，被歹人擒住：秘籍和你师尊，选一个。
她冷笑，当然选秘籍！
系统：救女主。
绥安肉疼：……我选师尊。
之后，澹藴躺着一动不动，全身结霜，只余一口薄气游离!
她冷眼静看，反正死不了。
系统：请减少女主的痛苦。
绥安只能不情不愿暖着她。
最后，绥安打伤男主，被其庞大的家族气势汹汹杀入门派，要求澹藴废了她，同门中人不乏附议保命者。
就在她以为自己的命运又回到了原点，澹藴毫不犹豫剑指他们：不如，先废了尔等！
绥安对澹藴的举动吃惊不已：系统，你给我定制了什么剧本？为什么女主和男主反目了？
系统：百合剧本了解一下！
◎绥(sui)安，澹(tan)藴(yun))
◎设定有点多，依旧慢热
◎等级:炼气/筑基/金丹/元婴/渡劫/化神
◎非纯甜也非纯爽文，前期微虐
◎逻辑死，私设#镜像世界bug#
-----------------
预收《系统坑我崩坏女主(末世)》
是一篇古代末日文"
5706024,这个Alpha有点甜,愉获,情有独钟、穿越时空、重生、甜文、ABO、救赎,"观前注意，是OA文，O攻A受！！！
林奕晗眼睛一睁一闭，发现自己竟然穿到了传说中的ABO世界，还是个草莓牛奶味的女A，幸好没有多余的部件，否则她肯定要含泪做手术把它嘎掉。
可这个刚跟自己结婚的大美女该怎么办？漂亮姐姐肯定很喜欢原主，总不能才领证就跟人离婚吧。
林奕晗和宁子舒躺在一张床上，背对着她悄悄抹眼泪。
呜呜，虽然漂亮姐姐身上很香，贴贴很舒服，但她是个铁直女，她真的不行啊！
可就在当晚，和宁子舒睡在一张床上的林奕晗就做了个堪称恐怖的噩梦：原来她穿的居然是本集豪门虐恋、替身文学、火葬场、带球跑等要素于一身的狗血ABO小说！
当然，她必不可能是主角，小说女主是刚跟她领了证的漂亮姐姐宁子舒。
宁子舒本是大学女神天之骄子，却被原主深情打动，可结婚后才发现其真正面目。
宁父车祸重伤与原主脱不了干系，宁家突陷经济索赔案是原主暗中作祟……一切都是为了让宁子舒陷入危难，好让自己趁虚而入。
更恐怖的是，结婚后，原主家暴、PUA、控制宁子舒的一切人际交往，甚至将她锁在家中。
后来宁子舒在大学好友帮助下成功带球逃跑，为保人身安全在娱乐圈发展，和公司老板悄生情愫，妻妻携手，成功复仇。
不过很显然，渣A是不配在文里有太多戏份的，就是个推动真女主感情发展的背景板炮灰。
扫大街扫厕所，身负巨额债务，贫苦一生，求死不得……林奕晗被自己凄惨的未来吓得半夜躲进厕所号啕大哭。
听到厕所传来的隐隐哭声，重生回来的宁子舒：？
……
可让林奕晗没想到的是，小说剧情是假，原身记忆是假，就连温柔姐姐也是假的。
不过没关系，她不介意了。"
5224252,美强惨反派是我老婆[穿书],蛋挞鲨,轻松、美强惨,"周楚穿成了系统文男主的前女友楚望云。
没想到是大结局的后三年，一切都成定局，
不仅开局419，对象还是个脑子不太灵光的搬砖女工，并且一发入魂，三年抱……一。
为了梦想和奶粉钱，她重操旧业闯荡娱乐圈。
可楚望云六年前就被封杀，她能接到的还是朋友推荐的三级片。
从此走上了拍戏赚钱养孩子养老婆之路。
后来她才反应过来……
我的可爱老婆怎么会是传说中的工具人反派啊？！
这日子过不下去了！！——
*
岑浔，天选之女，世家名A，
本来应该配个美O继续顶配，结果惨遭系统女主金手指，
一败涂地还失忆不说，最后变成流落街头的搬砖工。
等她恢复记忆，发现自己不仅老婆孩子热炕头，这老婆还是她前弟媳！
可惜她的合法老婆爱的不是这个天生冷心冷情的她，
而是从前那个发嗲撒娇的哭包搬砖女工。
……
找回身份并且打败系统女主的她发现自己还是想念从前三菜一汤的日子。
从此娱乐圈上演了如此一幕——
当红女星周楚改过自新拒绝嫁入豪门，
豪门：那我自己拎包入住可以吗？
周楚：滚！带你的孩子给我滚——
粉丝表示：你们那次第一次搭戏我们就已经买股了。
——————
岑浔：“第一次见你的时候，你还是我弟媳。”
周楚：“好了，往事不要再提。”
#新瓶装旧酒的沙雕日常文\\\\\\\\
#有挂件请及时止损"
8634977,投喂隔壁清冷御姐后,木木很多树,都市、因缘邂逅、近水楼台、破镜重圆、轻松、日常,"陆茵最近有个烦恼，她的囤积癖好像更严重了些。
尽管一再克制，家里两个冰箱一台冰柜还是都塞满了东西，
就在她打算再买一个冰箱时，一场病毒使得小区被封了。
看到小区群里求物资的消息，陆茵眼睛都亮了，
这不正好清掉一波。
在群里看到12幢902业主发消息求助，想买一盒鸡蛋
他们这小区都是高9层的小洋房，一梯两户，陆茵选的顶层西边套901
12幢可不就是她这一幢吗，902就是她对门邻居！
住进来半年一次没碰面过，还以为对面一直没住人呢。
陆茵瞧了眼冰箱里满满的鸡蛋，弯弯眉眼，是该让邻居体验一把远亲不如近邻了。
****
盛夏离被前女友甩了后成了个十足的工作狂，一天24小时恨不能都拿来赚钱，一年到头住酒店的日子远多过住家里。
这一场病毒使得她需要居家办公，还没来得及买点物资，小区就给封了
她只能上业主群里寻求帮助
消息刚发出去不到五分钟，面膜刚敷上，门铃就响了
盛夏离开门看着面前这一身粉色毛茸茸居家服、头上兔子耳朵，笑得跟一朵向阳花似得邻居。
在谈判桌上都能运筹帷幄谈笑风生的盛夏离，瞬间说不出一句话，身子僵得跟机械木偶一般。
对方瞧了一眼她空荡荡的家，登时就红了眼，搁下鸡蛋就往回跑
前后不过五分钟，她的小邻居，给她搬来了：
一箱五颜六色的汽水
两箱24盒装的螺蛳粉
三桶铁罐装的超大量小熊饼干
。。。。。。
看着被塞满的客厅，盛夏离摸了摸脸上已经干了的面膜，眼神潮湿又炽热。
不等她揭了脸上面膜，门铃又响了
一个504L双开门白色大冰箱出现在了门口
冰箱后探出个兔子脑袋，陆茵笑得两眼弯弯：
“你吃完了再把冰箱还我就成。”
“不用谢。”
“邻居嘛，自当守望相助。”
盛夏离望着眼前熟悉的白色冰箱，上头还有她出差各地买回的冰箱贴，望着其中一块写着【出差，7日归，爱你】的黑板冰箱贴，记忆汹涌袭来。
“这冰箱发票还在我这，严格来说是我的冰箱。”
在陆茵震惊的目光中，盛夏离撕了脸上早已干巴的面膜，面露讥讽。
“对吧，前女友。”
——预收文案——
《怀了猫猫女帝的崽崽后》
蓝野体检时被告知怀孕了。
看着B超单上清晰的小猫头、听着医生说她怀的小猫已经有一个月了——蓝野立马报了警！
搞诈骗搞到医院来了，她智商不高也没蠢到信人能生猫！
等确定她真怀了个小猫崽后，蓝野一整个蒙了，她穿的是个什么世界啊？！
人竟然能生猫！
医院通过基因库替她找到了一个月前荒唐了一夜、疑似小猫崽另一个妈的女人。
女人夸张眼线包裹着锐利眼眸，看了眼她手里的B超单后，脑袋上缓缓立起了两个毛茸茸的耳朵。
慵懒威严的声音带着些许无奈。
“既然有了，结婚吧。”
***
蓝野穿越到新世界一个月才知道，这世界人分两种，兽人和人。
她是人，结婚对象是个兽人，全名：猫.大橘.八世.白袖.中圣纹.超凡兽力公主喵.凛。
简称：橘凛。
两人奉喵成婚，婚后蓝野才知道，橘凛是新世界里不愿继承王位出逃在外的公主殿下。
她怀的也不是个普通小猫仔，是新世界里万众期待的帝国顺位第一的继承人：
猫.起司.九世.加白.虎圣纹.超凡兽力公主喵，
是才一个月就有了兽形的超S精神力兽人。
婚后，橘凛继承帝位，蓝野母凭喵贵的成了帝国新一任的王后，也是迄今为止唯一的人类王后。
***
婚后的生活，一个字。
累。
每天天不亮寝宫门口就排了一队等她rua的猫。
据说怀了超S精神力兽人的女人，能给与幸运，帮助无法化形的兽人成功化形。
蓝野加班加点助力每个想化形的小猫成人。
好在她名义上的妻子，在婚后第一天就和她约定了只做名义上的帝后，蓝野夜晚能睡个好觉。
终于，猫.起司.九世.加白.虎圣纹.超凡兽力公主喵.虎冽顺利降世。
寝殿门口再没了排队求rua的小猫。
不等蓝野松口气，当夜，寝殿里，一道身影闪过，她被扑倒在了柔软大床上。
一对毛茸茸的耳朵送到了她的手里，带着倒刺的温热舌头舔过腰侧，痒得酥麻。
“野，该履行妻子的义务了。”
***
耶什么耶。
臭猫！"
3552273,送你一朵黑莲花gl[快穿],吞风饮浪,穿越时空、女配、快穿、穿书、轻松,"新文已开，回归写一本新文~
文案：苏雅作为网文代写，为了快速完结，虐女配，凑合女主男主，浪的飞起。
反正恶毒女配，在原文中都是杀人不眨眼的恶魔。┓(???`?)┏.
然后她穿进自己代写结局的小说里。
苏雅穿成女配亲密之人，她穿的早。这时候的女配还是好一朵白莲花，我见尤怜。
她看着水嫩嫩的女配们，觉得系统说的感化恶毒女配任务也不是很困难，奶孩子，自己是专业的。(*°▽°*)╯
少女害羞，用手遮脸，藏住了阴冷的眼神，藏住了对她的恨与爱。
本文又名《黑化的女配都被我洗白成了社会主义接班人！
作者：我们的目标是什么？！干掉圣母婊，踹开死渣男，拳打伪君子，鞭抽白莲花。社会主义核心价值观了解一下，立白洗衣液，你值得拥有！祖国的花朵由我们保护。
前攻后受，人设挂在标题上。
↓
世界①：重生小魔徒：“师尊，你看着我啊，你得看我一眼啊！”
世界②：正道栋梁：“好友，我心甘为你这魔道，让长剑染血。”
世界③：冷宫皇妃：“为了皇后，皇帝必须死。”
世界④：反派霸总：女人，你引起了我的兴趣。世界⑤：重生女帝：天下是我的，你也只能是我的。
世界⑥：嘴欠魔尊：为了让你爹断子绝孙，所以你必须和我在一起！
世界⑦：小狼狗：我不喜欢这个社会，我只喜欢你。
世界⑧：恶毒小妾：我不会喜欢你的……真香！世界⑨：冷心判官：为你，舍弃躯体，不入轮回，降仙人之罪，护你无事。
世界⑩：完结篇章：熬过了千万年的孤寂，我要的不过是一个你罢了。
主角武力情商绝不破格，善布局，望诸君旁观者清。
微博：一只可爱的小蝴蝶。
新文《炮灰女A洗心革面［重生］》文案
寒淑跳楼自尽后才知道自己是一本渣A贱O追妻狗血小说中的炮灰A女二。
她和好友宋岚星（同为alpha）为了女0穆声声争得头皮血流。
从高中相识的多年好友到最后的兵戈相向，谁也不愿意放手，二人自此决裂。
富二代寒淑各种打压宋岚星，试图让她远离穆声声，却还是挡不住她的女一气场。
宋岚星一入风云便化龙，事业风生水起，直至将寒淑踩在脚底。
重活一次，不再被原剧情推着走的寒淑看着宋岚星，心道惹不起，我还躲不起吗？
只是重生的节点不太对。
寒淑正当着大家的面，把一杯红酒倒在了宋岚星头上，多余的红酒打湿了寒淑的脚。
她嚣张地让宋岚星给自己舔。
刚重生回来的寒淑看着一脸阴鸷的好友，默默地打了一个颤抖，颤颤巍巍地想：我说我是不小心的，她相信吗？
*
宋岚星突然发现嚣张跋扈的富二代寒二小姐一反常态。
一边和自己假意对着干，一边居然偷偷帮自己追起了穆声声。
最后二小姐举手投降，整天跟着自己殷勤讨好。
所有人都说寒淑喜欢自己，宋岚星……也是这般想的。
直到……
“宋总，我的诚意你看见了吗？可以放过我，以后你我不相欠。”
宋岚星把要跑路的人压在墙上，牙齿轻轻地咬着怀中人的后颈，平生第一次想：
为什么alpha不能标记alpha……"
7581505,修仙后遗症[穿书],湮秋,年下、虐文、穿书、东方玄幻、正剧、群像,"排雷：非常狗血-非常套路-有很多反攻-并不修仙
属性：【火葬场+病娇攻+师姐妹年下】
CP：开朗柔弱穿书受 X 病娇分裂重生攻
“我的恨和我的爱一样顽固常青。”
..
本文又名：
#邪修大佬又在生什么闷气#
#女主反派我左右为难#
#非必要不修仙，后遗症万万千#
..
以下文案：
为了散心，云烬雪和朋友相约爬山。
碰着旧书摊，朋友买下一堆打折杂书，用来消磨时间。
里面夹着本修仙文，有个和云烬雪同名的炮灰大师姐，天赋异禀，风光霁月，人人敬之爱之。
这样的人，本该仙途顺畅。
后期却因道心不稳，嫉妒反派成长迅速，而百般欺负打压。
甚至仅用三文钱，将她随意卖给最险恶的邪修门派，以此来羞辱反派毫无价值。
最后被成长归来的反派魔头折磨至死，灰飞烟灭。
从朋友那听了几句调侃，没想到就此穿越。
并且开局就捡到被仇家追杀而重伤的幼年反派。
.
[如果你想回家，那就按照原书内容，救下她，关爱她，欺骗她，背叛她。]
[成为她的至交，再成为她的磨难，最后死在她手上。]
系统如是说。
她一切照做，可最后她瞎了眼，丢了心，一身伤病，也没能回家。
.
睁眼醒来，是曾经最憎恨的人，是一辈子最无能的时候。
前世通天的修为还没回来，她只能先隐忍不发，冷眼见那位虚伪恶毒的大师姐救下自己。
听她温言软语，受她笨拙讨好，却在心里，暗暗给她琢磨着新鲜的死法。
不知觉间，相伴数载。
那人依然温柔天真，也总是护着自己，笑的无害。
自以为不为所动，汹涌的杀心却悄然熄灭。
直到她再次如前世一般，毫不留情的背叛。
那已经黑透的心腔里，只剩一个念头，折磨她。
.
一生凄惨，她在痛苦与憎恨中浸泡，早已面目全非。
“没有人愿意接近我这样恶劣憎恶的鬼。”
“除了你。”
PS.
1. 狗血火葬场，师妹非好人，并且确实报复了，不过HE。
2. 不怎么修仙，没有大格局，也没有境界分别，主要是别扭谈恋爱。
3. 这个题材是我看多少遍都还是很磕的，嘻嘻。
————————————
下一本是这个：
《凭什么你当主角啊[穿书]》
【双向真香+忠犬年下+宿命爱情+HE】
CP：恶毒冷情白鹤师尊+暴躁直球黑龙徒弟
我想揍她，她想压我？就离谱。"
3121366,女王不见女王,柚色miyo,情有独钟、破镜重圆、天作之合、娱乐圈、轻松,"本文注重日常，情节慢热，粉丝戏多，
主角没有金手指，全靠好人缘，入坑需谨慎哦~
ps：请勿改文，请勿改文，请勿改文！
新文《裙带关系》连载更新，希望宝宝们喜欢的话可以点一波收藏哦~
指路：：
《裙带关系》
入v通知：本文将于4月12日周三入v，当天会有三合一v章掉落，希望宝宝们多多支持正版哦，比心~
娱乐圈中有个不成文的规定，
苏暖、顾臻绝不出现在同一镜头下，
多年来女王不见女王……
经纪人A：有个不错的节目，但苏暖要上，我帮你推了吧。
顾臻：……
经纪人B：这人真人秀想法很好，但顾臻也参加，帮你拒绝吧。
苏暖：……
这是一个一时不忿，各自冷战，三年不见，憋出暗伤的破镜重圆小清新故事~~~
此文又名：《掐了多年的对家成了亲家该怎么破——论唯粉崩溃的内心》
《一定是我醒来的方式不对，睁开眼就被偶像打脸》
晚8点更新哟~希望宝宝们看文愉快~"
2864231,恃宠生娇[重生],安萧苏苏,娱乐圈、重生、婚恋、甜文、轻松、暗恋,"上辈子，左羡和家里闹得天翻地覆，拒绝了安排好、又彼此知根知底的婚事。
长达三年的息影，转战幕后，为了她，用自己的积蓄为她安排门路。
可谁知，林为期一朝红透，却马上翻脸不认人。
曾经的影后无人问津，黯然退出娱乐圈。
一次意外车祸，再睁开眼，时间却回到了她去找陆星闲退婚的前夜。
可造化弄人。
——她终究还是回来了。
左羡再次出现在荧幕前，大IP制作！热搜头条！娱记头版！
所有的一切都指向了——
水军1：左羡一定被潜规则了！
水军2：肯定和导演有猫腻！
水军3：娱记花了多少钱才上的！
然而不久之后，已经退居幕后多年的天后陆星闲却在微博晒出了一张照片，并配字：余生请多指教。
——那是一张结婚照片，而图中的人……却正是左羡！
水军1：照片一定是P的！
水军2：小星星的账号一定被盗了！
水军3：小星星一定是被人威胁了！
半小时后：左羡转发了那条微博，并且配文：虽走错了路，却遇到了对的人。余生有你，请多多指教。
全网瞬间沸腾了——
其实这就是一个，上辈子走错路，这辈子又遇到了对的人的故事~
☆ 小剧场   ☆
陆星闲为了和左羡见那一面，早已不用的团队被她全部叫了来。
一切尘埃落定的时候，出门之际却接了一个电话。
独自走到了安静小间的陆星闲听着电话那头熟悉的嗓音说，“阿闲，我没办法和你结婚。”
陆星闲眼眶微红，却神色淡淡对着电话那头说：“好。”
“我把这份喜欢藏在心里，你开心，足矣。”
☆ 食用指南 ☆
☆、重生，甜宠，1V1，HE~
☆、我们一贯的宗旨是认认真真谈恋爱，勤勤恳恳撒狗粮。
☆、日更，不定期双更~作者虽然会迟到，但是绝不会缺席！
☆、最后腆着大脸求一发收藏套餐嗷~~~
PS：本文禁止任何形式的转载和改编呦~"
462084,凤凰花（GL）,绝歌,都市、正剧,"凤凰花，又名红花楹、火树，花色鲜艳如火，布满树梢，异常醒目。花开五瓣，花开时满树结花，火红一片；花谢瓣落，树下宛如铺上一层红毯，令人动容；
《凤凰花》，火凤凰般绚灿夺目，两个女人开至荼蘼的爱情故事。
本文已入V，谢绝任何形式的对VIP章节的转载。
关于一些流言的申明：
一、绝歌自05年在SOHU开始写文，08年转至晋江写到如今，只去过天涯发过几篇文，及在IF520网站逗留了月余，再没去过别的网站或论坛混迹，其它网站或论坛如果出现绝歌，绝对不是我。（-_-！！！谁山寨了谁呢？纠结！）
二、绝歌不存文，写好的文章经几个朋友抓虫之后立即上传，而帮忙抓虫的几个朋友之后也有到晋江补分抢沙发，故绝不会出现传言所说的有人免费看V文的事情,这是绝歌的职业操守和原则。
新文推荐:"
6826001,爱渡迷津,妲婴,都市、情有独钟、天作之合、狗血,"缪竹的父母善于钻营，她从小就是父母向上社交的工具。
穆家显赫，穆山意更是高不可攀，缪竹的父母不敢妄想，一心巴结穆山意的继母，想让缪竹与穆山意同父异母的妹妹盛星燃达成婚约。
那一天，盛缪两家聚会，长辈们在餐厅推杯换盏、热烈展望缪竹和盛星燃的未来，而楼上穆山意的卧房里，缪竹问她借一支烟，说：“我想和你在一起～”
缪竹做过最大胆的事，是背着所有人成为穆山意的秘密情人。
同性可婚背景，背德，年上攻，年龄差8岁
漂亮坏女人·大提琴首席·受VS情绪稳定·豪门大佬·攻"
5405856,如何逃离支配恶魔的掌心,风的铃铛,穿越时空、咒回、爆笑、吐槽、FGO,"【百合同人，最后CP是mqm小姐，混沌乐子人狂喜类型爆笑文，不看原著应该也无阅读障碍，不长，爱电类型，正文和番外都已完结，放心食用。】
*
我的能力是能在濒死的时候让那个世界最强的人爱上我。听起来是个赞到爆的能力对吧？
可是现在有二个问题。
第一，这个能力只针对同性。
第二，目前爱上我的女人有两个，一个是一骑当千的根源女王；一个叫是掌控一切的支配恶魔。
而这两个女人……都他妈有大病并且完全不在乎我怎么想的啊！！！
我决定，我要逃。
然而新世界召唤我的master……是一位孕妇。
我忍不住痛苦面具——这次居然还让我喜当爹这是不是太过分了点啊？
***
注意：1、fate、咒、剧相关设定因为综了的缘故，为了自圆其说会有不少扯淡型私设，会出现平行世界的性转5t5打酱油，介意慎入。
2、2021-1-9放文案存档，惯例的别去别人文下提我也别在我文下提别人的文。"
2932408,坚强的炮灰在古代教书,凤阿凤,穿越时空、系统、甜文、穿书、轻松、炮灰,"【改锁章ing/(ㄒoㄒ)/~~】【完结文：《娱乐圈还有这》见作者专栏】文案1
许珍捡到一个小叫花，百般疼爱，千方百计的对她好。
结果某一天，系统提示她：这个小叫花是大反派，而许珍这个小炮灰，迟早被反派搞死。
许珍哭了。
她迅速退开小叫花三尺远，跪地磕头：“我错了，我再也不敢让你认字写作业了，请你饶了我，让我回乡下过日子吧。”
小叫花神色冷淡，平静的告诉她：“求饶，晚了。”
文案2
荀千春出身将门，只因母亲是胡姬，导致全家被冠上私通敌国的罪名，天子令下，家中老少全部上了刑场。
唯独她，内心不甘，苟且偷生。
十四岁那年，她逃亡至江陵书坊前，一双纤弱白净的手将她扶起。
从此，她颠沛流离的人生有了定所。
她满腔霜寒的内心多了一个人的名字。
可惜最近，这个人似乎不太爱亲近她了。
她十分迷茫，想不明白，难道是自己做错了什么吗？
文案3
世人皆知，镇北王荀千春，杀伐果断，面容凶煞。虽同为女子，却与温柔善良的女太傅不对盘，时常互相针对，是个十足的恶人。
有人好奇这恶人私下什么样，便翻墙想去一探究竟。
谁知还未进去，就见一花枝招展的东西迎面冲来，开心欢呼着：“夫人~~你回来啦~~”
……
后来酒肆聊天，有人问他：“那冲过来的是镇北王的男宠？”
那人颤巍巍道：“不，是那脾气好、为人善良、端庄温婉、曾救十方百姓……”
“到底是谁？”
“女太傅，许珍。”
CP：沉默寡言汉语不好的攻 x 傻白甜话有点多的受
*排雷：
1.朝代架空自己搞的，由于作者不懂事，想要挑战科举+诸子百家的设定，所以自己弄了个时代，但是这个时代设定有点崩
2.小白文，恋爱脑，剧情飞，感谢所有没喷我的读者。
3.有系统穿书等莫名其妙的设定。
4.专栏戳这里→
完结百合文《娱乐圈还有这种操作》、《快穿之剑修撩妹》，点进专栏就能在线阅读~"
2496715,重生阁主有病,时微月上,江湖、情有独钟、因缘邂逅、正剧、HE,"前世顾流惜眼盲心盲认错了人，为了假冒的冉清影背弃一切，却害的她真正牵挂之人，为她命丧黄泉！ 绝望之下引颈自刎的她，却回到了四年前。这次她发誓，一定不惜一切陪着她！
可谁能告诉她，上辈子名动天下的闻大阁主，怎么是个病秧子！名副其实的是个走几步就喘，碰几下就晕的病美人！
冉清影：顾姑娘，可否赏脸同游？
闻墨弦：惜儿，看到她我心口疼。    顾流惜：怎么又疼了，那我们回去。（无视某人)
顾流惜：闻墨弦，你不要胡来！（害羞挣扎）
闻墨弦：惜儿，你挣扎地我心口疼。 顾流惜：唔....(放弃）
闻墨弦：惜儿....    顾流惜：你有病！    闻墨弦：我知道。    顾流惜：有病就去吃药。   闻墨弦：嗯！    顾流惜：唔.....我让你吃药！     闻墨弦：惜儿，你就是我的药啊。
忠犬温柔重生受（？）X腹黑病弱攻（？） 不要扒榜，不要考据，谢谢！  此文专一甜宠！绝对不坑！
点此↓收藏作者，可以把蠢作者打包了
本文预计11月17号入V，到时三更，请有转载的立即撤文，谢谢!希望小天使能支持！
作者君的微博，可以在这里看我的更新动向。
阁主的广播剧已经出了，大家有兴趣的可以去我微博看看。么么哒
已完结：《同学不作妖》
《重生阁主有病》
《穿书之浮梦三生》
《卿心付砚》
接档文：《把酒话桑麻》种田美食文
孟初晞从没想过自己人生会在一次文物会展上天翻地覆，只因为多看了画中人一眼便梦回千年前。
千年前的村庄清贫悠然，被周家庄的小哑巴捡回去的孟初晞，最终只能养养媳妇，种种田。村里人都道周家哑巴是扫把星，克父，克母，还克夫，不料捡了个来历不明的怪女人小日子过得风生水起。
最开始，周清梧：初晞，这个不能吃，那个不能吃！
然后，周清梧：这个好吃，那个好香。
最后，周清梧：只要有初晞，万物皆可吃。
这是一个种田美食文，架空，想把我知道的可以吃的都写上去，满足我纸上烧菜的愿望。"
5469535,蛇蝎美人[无限],兔子蛋糕,灵异神怪、欢喜冤家、无限流、爽文、轻松,"【全文完结QwQ】
宁绵绵不喜欢林岑。
林岑是反派专业户，美的让人心悸，各种奖项拿到手软。浅笑风情万种，抬眼睥睨众生，硬生生压了她这朵小白花一头。
呵，是本色出演吧！
宁绵绵如是说。
美则美矣，蛇蝎心肠。
当宁绵绵穿进恐怖无限流世界，看到高手榜上闪着金光的“林岑”二字时，她才终于明白，林岑身上那股睥睨众生的傲气来自哪里。
不过作为当红新晋小花，宁绵绵自然是一身傲骨、宁死不屈、绝不向恶势力林岑低头的！
一旁的鬼怪“嗷呜”叫了一声。
宁绵绵：“姐姐带带我，不要逼我跪下来求你QAQ！”
***
宁绵绵非常乐观。
就算林岑不带她也没关系，她可以自食其力。
在副本中只要有人针对她，她就厚着脸皮报上林岑的名号。
然而很快她就被抓了个正着。
那人俯身与她耳语，声音里是玩味笑意。
“听说，你到处说你是我老婆？”
林岑X宁绵绵
从不走心白切黑X没心没肺小恶魔"
2724305,归途,若花辞树,正剧,"还要赶多少路，才能共白首。
注：
1.本文是《清平乐》现代篇。
2.HE。
微博名：原来蛇精病这样多
本文将于周四（五月二十六日）开V，开V当日三更，谢绝任何形式的转载！"
4155335,我的室友不对劲,菠萝捞饭,情有独钟、近水楼台、甜文、校园、轻松,"赵小桥最近发现了一个大问题，让她抓耳挠腮五味杂陈心里纠结的不行，但是又不能跟别人说！
因为，她觉得，她觉得她室友好像喜欢她
第一次——是她不小心看到室友手机，发现室友把自己设置成了特别关心，当时只是很诧异两个人并没有亲近到这种地步吧
第二次——是她又一次看到室友手机，发现室友相册里除了上课的ppt，就全是她的表情包
（我怎么会有这么多表情包，这是真实存在的吗，嗯？？？）
然后她就觉得自己室友真是越看越不对劲！
最后翻车那天——是赵小桥发现她丢了很久的东西，大喇喇的躺在室友的柜子里，她还没来得及缓一缓
然后，室友开门回来了……
两人四目相对，天雷地火
赵小桥咕咚的咽了一口口水
哇！
你不要那样笑！
你不要过来呀！！
我和你朝夕相处三年，掏心掏肺拿你当朋友，你居然偷偷暗恋我？？
*
活泼开朗小仙女X冷淡超A医学生"
3405240,离婚前老婆失忆了gl,听絮,都市、豪门世家、情有独钟、破镜重圆、轻松、失忆,"离婚当天，卓微澜久等妻子不来，得知对方为了赶来离婚，出了车祸。
她很有感触，把离婚协议书亲自送到病房。
没想到，号称轻伤的妻子眨眨眼说:
“你是我老婆？”
“嗯。”
“不签，老婆这么可爱，为什么要离婚？”
阅读提示：
1、背景同性婚姻合法
2、日更，每天早上10点
接档坑-
《每晚都看上司崩人设gl》
在别人眼里，余芷温柔大方，是个好说话的总监。
在谭韶诗眼里……
她咬牙捂好领口，不让吻痕露出来。
“温柔？呵呵，晚上全崩了。”
预收坑-
《被软妹攻盯上是什么体验gl》
:软萌是假象
完结文——相爱相杀：
《听说你是小三gl》
完结文——腹黑邻居：
《邻居每天都蹭饭gl》
完结文——用美食当聘礼：
《美食为聘gl》
完结文——“夫君”又软又萌：
《夫君是软妹gl》"
